,Song & Artist,Lyrics,Word Count
87,"('Next To Me', 'Emeli Sande')","You won’t find him drinking under tables Rolling dice or staying out ’til three You won’t ever find him be unfaithful You will find him, you’ll find him next to me You won’t find him tryna change the devil For money, fame, for power out of greed You won't ever find him where the rest go You will find him, you’ll find him next to me Next to me – wooh hooo Next to me – wooh hooo Next to me – wooh hooo You will find him, you’ll find him next to me When the money’s spent and all my friends have vanished And I can’t seem to find no help or love for free I know that there’s no need for me to panic 'Cause I’ll find him, I’ll find him next to me When the skies are grey and all the doors are closing And the rising pressure makes it hard to breathe When all I need’s a hand to stop the tears from falling I will find him, I’ll find him next to me Next to me – wooh hooo Next to me – wooh hooo Next to me – wooh hooo I will find him, I’ll find him next to me When the end has come and buildings falling down fast When we’ve spoilt the land and dried up all the sea When everyone has lost their heads around us You will find him, you’ll find him next to me Next to me – wooh hooo Next to me – wooh hooo Next to me – wooh hooo You will find him, you’ll find him next to me Next to me – wooh hooo Next to me – wooh hooo Next to me – wooh hooo You will find him, you’ll find him next to meYou might also like",304
88,"(""Mama's Broken Heart"", 'Miranda Lambert')","I cut my bangs with some rusty kitchen scissors I screamed his name 'til the neighbors called the cops I numbed the pain at the expense of my liver Don’t know what I did next, all I know I couldn’t stop Word got around to the barflies and the baptists My mama’s phone started ringin' off the hook I can hear her now, sayin' she ain’t gonna have it Don’t matter how you feel, it only matters how you look Go and fix your make up, girl, it’s just a break up Run and hide your crazy and start actin’ like a lady 'Cause I raised you better, gotta keep it together Even when you fall apart But this ain’t my mama’s broken heart Wish I could be just a little less dramatic Like a Kennedy when Camelot went down in flames Leave it to me to be holding the matches When the fire trucks show up and there’s nobody else to blame Can’t get revenge and keep a spotless reputation Sometimes revenge's just a choice you gotta make My mama came from a softer generation Where you get a grip and bite your lip just to save a little face Go and fix your make up, girl, it’s just a break up Run and hide your crazy and start actin’ like a lady 'Cause I raised you better, gotta keep it together Even when you fall apart But this ain’t my mama’s broken heart Powder your nose, paint your toes Line your lips and keep 'em closed Cross your legs, dot your eyes And never let 'em see you cry Go and fix your make up, girl, it’s just a break up Run and hide your crazy and start actin’ like a lady 'Cause I raised you better, gotta keep it together Even when you fall apart But this ain’t my mama’s broken heart",315
89,"('It Goes Like This', 'Thomas Rhett')","Hey girl, you make me wanna write a song Sit you down, I'll sing it to you all night long I've had a melody in my head since she walked in here and knocked me dead Yeah, girl, you make me wanna write a song And it goes like ooh, what I wouldn't do Write my name on your heart, get you wrapped in my arms, baby All around you And it goes like hey, girl, I'm blown away But yeah, it starts with a smile and it ends with an all night long slow kiss Yeah, it goes like this Hey girl, you make me wanna drive you home Get you outta here and get you all alone I don't know what it is about you, baby But I'm all messed up and it might sound crazy But you make me wanna write a song And it goes like ooh, what I wouldn't do Rite my name on your heart, get you wrapped in my arms, baby All around you And it goes like hey, girl, I'm blown away But yeah, it starts with a smile and it ends with an all night long slow kiss Yeah, it goes like this Lookin' at you lookin' at me that way (Lookin' at me that way) Makes me wanna grab my old guitar and play Something like ooh, what I wouldn't do Write my name on my heart, get you wrapped in my arms, baby All around you And it goes like hey, girl, I'm blown away But yeah, it starts with a smile and it ends with an all night long slow kiss Yeah, it goes like this And it goes like ooh, and it goes like hey And it ends with a kiss Yeah, it goes like this",299
90,"('Bugatti', 'Ace Hood Featuring Future & Rick Ross')","We the motherfuckin best, nigga Ace Hood Super, Future I come looking for you with Haitians I stay smoking on good Jamaican I fuck bitches from different races You get money they started hating (Turn up!) I woke up in a new Bugatti I woke up in a new Bugatti I woke up in a new Bugatti I woke up in a new Bugatti I woke up in a new Bugatti Okay, niggas be hatin I'm rich as a bitch 100K I spent that on my wrist 200 dollars, I spent that on your bitch Do me a model, put that on my list Oh there he go in that foreign again Killin the scene bring the coroner in Murder she wrote, swallow or choke Hit her and go home, I won't call her again Woke up early morning, crib as big as a college Smoke me a pound of the loudest Whippin some shit with no mileage Diamonds cost me a fortune Them horses all in them Porsches You pussies can't hardly afford it 4,200 my mortgage Ballin on niggas like Kobe Fuck all you haters you bore me Only the real get a piece of the plate Reppin my city I'm runnin my state Give me a pistol then run with the K's Niggas want beef then I visit ya place (Bang!) I come looking for you with Haitians I stay smoking on good Jamaican I fuck bitches from different races You get money they started hating (Turn up!) I woke up in a new Bugatti I woke up in a new Bugatti I woke up in a new Bugatti I woke up in a new Bugatti I woke up in a new Bugatti Yeah, and I'm at it again There go that flow bringin tragedy in Copped me a chain your salary spent Niggas is sweet bring them cavities in Countin money, hourly trend Rolling them skinny like Olsen twins Niggas is squares, coppin' a Benz Neck full of Gold Olympian shit Neimans, I'm blowing the check on they gear Fall on some pussy then hop on the Lear Strapped with them choppers back of the rear Sak pase' them killers is here Woke up early this morning, mind is tellin me money Paper, mula, pockets is fat as a tumor Millionaire nigga no rumor Livin my life off of tuna Wanted with me I deliver the beef Real niggas only enjoyin the feast Pull up a seat, bon appétit No Louboutins put that red on your sneaks (Bang!) I come looking for you with Haitians I stay smoking on good Jamaican I fuck bitches from different races You get money they started hating (Turn up!) I woke up in a new Bugatti I woke up in a new Bugatti I woke up in a new Bugatti I woke up in a new Bugatti I woke up in a new Bugatti Mastermind, nigga Photographs of dope boys, is all they taking Finger prints on the Rolls Royce, is why they hatin' Push a button on these broke boys, that's detonation Walk a road to riches bare feet I watch mama struggle now she livin' carefree That's why I hustle for half a key that's 12 G's I'm tryin' to bubble every summer a new LP You gotta love me I got shooters out the D-League Signin' bonus hit that man that's from thirty feet Left in a puddle, finger prints is on hundred mill And what it is? Ricky Rozay and Ace Hood, we hella Trill I come looking for you with Haitians I stay smoking on good Jamaican I fuck bitches from different races You get money they started hating (Turn up!) I woke up in a new Bugatti I woke up in a new Bugatti I woke up in a new Bugatti I woke up in a new Bugatti I woke up in a new Bugatti",651
91,"('Wanted', 'Hunter Hayes')","You know I'd fall apart without you I don't know how you do what you do 'Cause everything that don't make sense about me Makes sense when I'm with you Like everything that's green, girl I need you But it's more than one and one makes two Put aside the math and the logic of it You gotta know you're wanted too 'Cause I wanna wrap you up Wanna kiss your lips I wanna make you feel wanted And I wanna call you mine Wanna hold your hand forever And never let you forget it Yeah, I, I wanna make you feel wanted Well, anyone can tell you you're pretty And you get that all the time, I know you do But your beauty's deeper than the makeup And I wanna show you what I see tonight When I wrap you up When I kiss your lips I wanna make you feel wanted And I wanna call you mine Wanna hold your hand forever And never let you forget it 'Cause baby, I, I wanna make you feel wanted As good as you make me feel (Make me feel) I wanna make you feel better Better than your fairy tales (Than your fairy tales) Better than your best dreams (Your best dreams) You're more than everything I need You're all I ever wanted All I ever wanted And I just wanna wrap you up Wanna kiss your lips I, I wanna make you feel wanted And I wanna call you mine Wanna hold your hand forever And never let you forget it Yeah, I, I wanna make you feel wanted Baby, I, I wanna make you feel 'Cause you'll always be wanted",282
92,"('Downtown', 'Lady Antebellum')","Well, all the parties on the streets are talkin' Store front mannequins sleeping in the lights We used to smoke while we were jay-walking Like it was your birthday every other Saturday night Knew the bands so we never payed our cover Wrote our names on the bathroom tiles We never dressed to impress all the others They would let us in on our laid back kinda style But boy, you know it's been a while And I don't know why you don't take me downtown Like you got anywhere better to be You talk it up and give me the go 'round, 'round Like a good time tease I'm only counting on your cancellation When I should be counting on you at my door Did you forget about how we went around? I don't know why you don't take me downtown anymore Oh, anymore I got some platforms sitting in the corner They wanna stroll on a city sidewalk I got a dress that'll show a little uh-uh But you ain't getting uh-uh If you don't come pick me up (Damn) Show me off (Wow) You might be tired, but I'm not And I don't know why you don't take me downtown Like you got anywhere better to be You talk it up and give me the go 'round, 'round Like a good time tease I'm only counting on your cancellation When I should be counting on you at my door Did you forget about how we went around? I don't know why you don't take me downtown anymore And I don't know why you don't take me downtown Like you got anywhere better to be Talk it up and give me the go 'round, 'round Like a good time tease I'm only counting on your cancellation When I should be counting on you at my door Did you forget about how we went around? I don't know why you don't take me downtown anymore Oh, anymore Yeah, don't know why you don't take me downtown I don't know why you don't take me downtown anymore I just don't get it",352
93,"('Get Your Shine On', 'Florida Georgia Line')","Strawberry shimmer on hot lips Silver buckle hangin' off her hips Eyes sparkle when she smiles Shinedown on the radio dial Homemade jar of lemon drop, take a sip Don't stop, girl, you know I love it when you Get your shine on 'Cause you and me be rockin' all night long Summer sky drippin' rhinestones Turn your party lights on Baby, get your shine on, shine on Baby, get your shine on Silverado, candy painted Ray-Bans got the whole world shaded Chrome piece tucked in the console Ridin' high, roll up on the down low Feelin' lucky, got hooked up with some Kentucky clear So slide that little sugar shaker over here And get your shine on 'Cause you and me be rockin' all night long Summer sky drippin' rhinestones Turn your party lights on Baby, get your shine on, shine on Baby, get your shine on Homemade jar of lemon drop, take a sip Don't stop, girl You know I love it when you get your shine on 'Cause you and me be rockin' all night long Summer sky drippin' rhinestones Turn your party lights on Baby, get your shine on, shine on Baby, get your shine on 'Cause you and me be rockin' all night long Summer sky drippin' rhinestones Turn your party lights on Baby, get your shine on, shine on Baby, get your shine on Baby, get your shine on Strawberry shimmer on hot lips Silver buckle hangin' off her hips Eyes sparkle when she smiles Shinedown on the radio dial Silverado, candy painted Ray-Bans got the whole world shaded Chromed piece tucked in the console Riding high, roll up on the down low Baby, get your shine on",284
94,"('#thatPOWER', 'will.i.am Featuring Justin Bieber')","And oh, I'm alive, I'm alive, I'm alive And oh, I can fly, I can fly, I can fly And oh, I'm alive, I'm alive, I'm alive And I'm lovin' every second, minute, hour Bigger, better, stronger, power I got that power I got that power I got that power Power, power, power They call me Will-A, stay so cool, I'm chilly I done made that milli' on my way to that billi' Used to have a piggy bank, but now I got that bigger bank Who-who cares what the haters think? They hatin' on me cause I'm doin' what they can't I stay on that hustle, I flex that mental muscle Hate to bust your bubble, I'm on that other level I'ma take it higher and high, high and higher I stay in fly attire, keep burnin' like that fire And oh, I'm alive, I'm alive, I'm alive And oh, I can fly, I can fly, I can fly And oh, I'm alive, I'm alive, I'm alive And I'm lovin' every second, minute, hour Bigger, better, stronger, power I got that power I got that power I got that power Power, power, power Y-y-y-yes y'all, feelin' funky fresh y'all Work to be the best y'all, work good under pressure Been through all that stress y'all, get this off my chest y'all Made it out them projects with this project, that's progress y'all I did it for my momma, I told her when I was younger That I'ma be that number one, yup, I'll be that number one I take it higher and high, high and higher I stay and buy attire, keep burnin' like that fire Whatever doesn't kill ya only makes you stronger So I'ma get stronger Comin' like a batterram, batterram I'm knockin'-knockin' down the door again, door again Comin'-comin' like a batterram, batterram I'm knockin'-knockin' down the door again, door again And oh, I'm alive, I'm alive, I'm alive And oh, I can fly, I can fly, I can fly And oh, I'm alive, I'm alive, I'm alive And I'm lovin' every second, minute, hour Bigger, better, stronger, power I got that power I got that power I got that power Power, power, power And I'm lovin' every second, minute, hour Bigger, better, stronger, power And I'm lovin' every second, minute, hour Bigger, better, stronger, power",390
95,"('Brave', 'Sara Bareilles')","You can be amazing You can turn a phrase into a weapon or a drug You can be the outcast Or be the backlash of somebody’s lack of love Or you can start speaking up Nothing’s gonna hurt you the way that words do When they settle ‘neath your skin Kept on the inside and no sunlight Sometimes a shadow wins But I wonder what would happen if you Say what you wanna say And let the words fall out Honestly, I wanna see you be brave With what you want to say And let the words fall out Honestly, I wanna see you be brave I just wanna see you I just wanna see you I just wanna see you I wanna see you be brave I just wanna see you I just wanna see you I just wanna see you I wanna see you be brave Everybody’s been there Everybody’s been stared down by the enemy Fallen for the fear And done some disappearing Bow down to the mighty Don’t run, stop holding your tongue Maybe there’s a way out of the cage where you live Maybe one of these days, you can let the light in And show me, how big your brave is Say what you wanna say And let the words fall out Honestly, I wanna see you be brave With what you want to say And let the words fall out Honestly, I wanna see you be brave And since your history of silence Won't do you any good Did you think it would? Let your words be anything but empty Why don't you tell them the truth? Say what you wanna say And let the words fall out Honestly, I wanna see you be brave With what you want to say And let the words fall out Honestly, I wanna see you be brave I just wanna see you I just wanna see you I just wanna see you I wanna see you be brave I just wanna see you I just wanna see you I just wanna see you See you be brave I just wanna see you I just wanna see you I just wanna see you I just wanna see you I just wanna see you I just wanna see you",381
96,"('Let Her Go', 'Passenger')","Well, you only need the light when it's burning low Only miss the sun when it starts to snow Only know you love her when you let her go Only know you've been high when you're feeling low Only hate the road when you're missing home Only know you love her when you let her go And you let her go Staring at the bottom of your glass Hoping one day you'll make a dream last But dreams come slow and they go so fast You see her when you close your eyes Maybe one day you'll understand why Everything you touch surely dies But you only need the light when it's burning low Only miss the sun when it starts to snow Only know you love her when you let her go Only know you've been high when you're feeling low Only hate the road when you're missing home Only know you love her when you let her go Staring at the ceiling in the dark Same old empty feeling in your heart 'Cause love comes slow and it goes so fast Well you see her when you fall asleep But never to touch and never to keep 'Cause you loved her too much and you dived too deep Well, you only need the light when it's burning low Only miss the sun when it starts to snow Only know you love her when you let her go Only know you've been high when you're feeling low Only hate the road when you're missing home Only know you love her when you let her go And you let her go, oh, woah, oh, oh And you let her go, oh, woah, oh, oh When you let her go 'Cause you only need the light when it's burning low Only miss the sun when it starts to snow Only know you love her when you let her go Only know you've been high when you're feeling low Only hate the road when you're missing home Only know you love her when you let her go 'Cause you only need the light when it's burning low Only miss the sun when it starts to snow Only know you love her when you let her go Only know you've been high when you're feeling low Only hate the road when you're missing home Only know you love her when you let her go And you let her go",406
97,"(""Runnin' Outta Moonlight"", 'Randy Houser')","Don't you worry 'bout gettin' fixed up When you wake up, you're pretty enough Look out your window at the cloud of dust That's my headlights, that's my truck Come on baby, don't you keep me waitin' I gotta go, I've got a reservation Tailgate for two underneath the stars Kiss on your lips when you're in my arms Whoa, girl, every now and then you get a night like this Whoa, this is one that we don't wanna miss, no Come on baby let me take you on a night ride Windows down, sittin' on my side Tick tock now we're knocking on midnight Me and you girl runnin' outta moonlight I wanna hold you till the break of dawn Hear the crickets sing a riverside love song Hey baby, all we got is all night Come on now we're runnin' outta moonlight Girl I bet you thought I lost my mind Outta the blue pullin' into your drive (Drive) Wonder why I got you way out here Have you ever seen a sky this clear Whoa, girl, you never look better than you do right now Whoa, oh heaven, let your light shine down Come on baby let me take you on a night ride Windows down, sittin' on my side Tick tock now we're knocking on midnight Me and you girl runnin' outta moonlight I wanna hold you till the break of dawn Hear the crickets sing a riverside love song Hey baby, all we got is all night Come on now we're runnin' outta moonlight Whoa, girl, every now and then you get a night like this Whoa, this is one that we don't wanna miss, no Come on baby let me take you on a night ride Windows down, sittin' on my side Tick tock now we're knocking on midnight Me and you girl runnin' outta moonlight I wanna hold you till the break of dawn Hear the crickets sing a riverside love song Hey baby, all we got is all night Come on now we're runnin' outta moonlight Hey baby don't it feel so right Come on now we're runnin' outta moonlight All I wanna do is hold you tight Come on, come on, come on we're runnin' outta moonlight Yeah, we're runnin' outta moonlight",381
98,"(""I'm Different"", '2 Chainz')","2 Chainz Mustard on the beat, ho! I'm different, yeah, I'm different I'm different, yeah, I'm different I'm different, yeah, I'm different Pull up to the scene with my ceiling missing Pull up to the scene with my ceiling missing Pull up to the scene with my ceiling missing Pull up to the scene with my ceiling missing Middle finger up to my competition I'm different, yeah, I'm different (Yeah) I'm different, yeah, I'm different (Yeah) I'm different, yeah, I'm different (Tru) Pull up to the scene with my ceiling missing Pull up to the scene, but my roof gone (Roof gone) When I leave the scene, bet your boo gone (Boo gone) And I beat the pussy like a new song (Boom) 2 Chainz, but I got me a few on (Yup) Everything hot, skip lukewarm (Ugh) Tell shawty bust it open, Uncle Luke on Got the present for the present and a gift wrapping I don't feel good, but my trigger happy (Bah) Bet the stripper happy, bet they wish they had me And I wish a nigga would, like a kitchen cabinet And me and you are cut from a different fabric I fucked her so good, it's a bad habit (DamN) Bitch, sit down, you got a bad atti' Gave her the wrong number and a bad addy (Tru) You ain't going nowhere like a bad navi' Ass so big, I told her to look back at it (Whoa) Look back at it (Whoa), look back at it (Whoa) Then I put a fat rabbit on the Craftmatic I am so high ... attic I am so high, like a ... addict I'm different, yeah, I'm different I'm different, yeah, I'm different I'm different, yeah, I'm different Pull up to the scene with my ceiling missing Pull up to the scene with my ceiling missing Pull up to the scene with my ceiling missing Pull up to the scene with my ceiling missing Middle finger up to my competition I'm different, yeah, I'm different I'm different, yeah, I'm different (Yeah) I'm different, yeah, I'm different (Ugh) Pull up to the scene with my ceiling missing 2 Chainz, got your girl on the celly And when I get off the celly, I made her meet at the telly When she meet at the telly, I put it straight in her belly When it go in the belly, it ain't shit you can tell me, ugh (Ugh) Hair long (Long), money long (Yeah) Me and broke niggas, we don't get along (Nah) Hair long (Long), money long (Yeah) Me and broke niggas, we don't get along (Tell 'em) I paid a thousand dollars for my sneakers 'Ye told you, a 100K for a feature ""Ee-err, ee-err"": sound of the bed (Bed) Beat it up, beat it up; then, I get some head (Head) Well, I might get some head; then, I beat it up I don't give a fuck, switch it up, nigga, live it up (Up) Yeah, it's going down, so get up (Up) Might valet-park a Brinks truck (Ugh) Mustard on the beat, ho! I'm different, yeah, I'm different I'm different, yeah, I'm different I'm different, yeah, I'm different Pull up to the scene with my ceiling missing Pull up to the scene with my ceiling missing Pull up to the scene with my ceiling missing Pull up to the scene with my ceiling missing Middle finger up to my competition I'm different, yeah, I'm different I'm different, yeah, I'm different I'm different, yeah, I'm different Pull up to the scene with my ceiling missing",599
99,"('Still Into You', 'Paramore')","Can't count the years on one hand That we've been together I need the other one to hold you Make you feel, make you feel better It's not a walk in the park To love each other But when our fingers interlock Can't deny, can't deny you're worth it 'Cause after all this time, I'm still into you I should be over all the butterflies But I'm into you (I'm into you) And baby even on our worst nights I'm into you (I'm into you) Let 'em wonder how we got this far 'Cause I don't really need to wonder at all Yeah, after all this time, I'm still into you Recount the night that I first met your mother And on the drive back to my house I told you that, I told you that I loved ya You felt the weight of the world Fall off your shoulder And to your favorite song We sang along to the start of forever And after all this time, I'm still into you I should be over all the butterflies But I'm into you (I'm into you) And baby, even on our worst nights I'm into you (I'm into you) Let 'em wonder how we got this far 'Cause I don't really need to wonder at all Yeah, after all this time, I'm still into you Well, some things just, some things just make sense And one of those is you and I (Hey) Some things just, some things just make sense And even after all this time (Hey) I'm into you Baby, not a day goes by That I'm not into you I should be over all the butterflies But I'm into you (I'm into you) And baby, even on our worst nights I'm into you (I'm into you) Let 'em wonder how we got this far 'Cause I don't really need to wonder at all Yeah, after all this time, I'm still into you I'm still into you I'm still into you",333
0,"('Happy', 'Pharrell Williams')","It might seem crazy what I'm 'bout to say Sunshine she's here, you can take a break I'm a hot air balloon that could go to space With the air, like I don't care, baby, by the way (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do Here come bad news, talking this and that (Yeah!) Well, give me all you got, don't hold it back (Yeah!) Well, I should probably warn ya, I'll be just fine (Yeah!) No offense to you, don’t waste your time, here's why (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do Bring me down Can't nothing bring me down My level's too high to bring me down Can't nothing bring me down, I said Bring me down Can't nothing bring me down My level's too high to bring me down Can't nothing bring me down, I said (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do Bring me down Can't nothing bring me down My level's too high to bring me down Can't nothing bring me down, I said... (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do (Because I'm happy) Clap along if you feel like a room without a roof (Because I'm happy) Clap along if you feel like happiness is the truth (Because I'm happy) Clap along if you know what happiness is to you (Because I'm happy) Clap along if you feel like that's what you wanna do (Come on)",474
1,"('Dark Horse', 'Katy Perry Featuring Juicy J')","Yeah, y'all know what it is Katy Perry, Juicy J Uh-huh, let's rage! I knew you were, you were gonna come to me And here you are, but you better choose carefully 'Cause I, I'm capable of anything Of anything, and everything Make me your Aphrodite Make me your one and only But don't make me your enemy (Enemy) Your enemy (Your enemy), your enemy So you wanna play with magic? Boy, you should know what you're fallin' for Baby, do you dare to do this? 'Cause I'm coming at you like a dark horse Are you ready for, ready for A perfect storm, perfect storm? 'Cause once you're mine, once you're mine There's no going back Mark my words, this love will make you levitate Like a bird, like a bird without a cage We're down to earth if you choose to walk away Don't walk away (Walk away) It's in the palm of your hand now, baby It's a yes or a no, no maybe So just be sure before you give it all to me All to me, give it all to me So you wanna play with magic? Boy, you should know what you're fallin' for Baby, do you dare to do this? 'Cause I'm coming at you like a dark horse Are you ready for, ready for A perfect storm, perfect storm? 'Cause once you're mine, once you're mine There's no going back She's a beast, I call her Karma (Come back) She eat your heart out like Jeffrey Dahmer (Woo!) Be careful, try not to lead her on Shawty's heart is on steroids, 'cause her love is so strong You may fall in love when you meet her (Meet her) If you get the chance, you better keep her (Keep her) She's sweet as pie, but if you break her heart She turn cold as a freezer (Freezer) That fairy tale ending with a knight in shining armor She can be my sleeping beauty, I'm gon' put her in a coma (Woo!) Damn, I think I love her, shawty's so bad I'm sprung and I don't care She ride me like a roller coaster, turn the bedroom into a fair (A fair) Her love is like a drug, I was tryna hit it and quit it But lil mama so dope, I messed around and got addicted So you wanna play with magic? Boy, you should know what you're fallin' for (You should know) Baby, do you dare to do this? 'Cause I'm coming at you like a dark horse (Like a dark horse) Are you ready for, ready for (Ready for) A perfect storm, perfect storm? (A perfect storm) 'Cause once you're mine, once you're mine There's no going back",457
2,"('All Of Me', 'John Legend')","What would I do without your smart mouth? Drawing me in and you kicking me out You've got my head spinning, no kidding I can't pin you down What's goin' on in that beautiful mind? I'm on your magical mystery ride And I'm so dizzy, don't know what hit me But I'll be alright My head's under water, but I'm breathing fine You're crazy and I'm out of my mind 'Cause all of me loves all of you Love your curves and all your edges All your perfect imperfections Give your all to me, I'll give my all to you You're my end and my beginning Even when I lose, I'm winning 'Cause I give you all of me And you give me all of you, oh-oh How many times do I have to tell you? Even when you're crying, you're beautiful, too The world is beating you down, I'm around Through every mood You're my downfall, you're my muse My worst distraction, my rhythm and blues I can't stop singing, it's ringing In my head for you My head's under water, but I'm breathing fine You're crazy and I'm out of my mind 'Cause all of me loves all of you Love your curves and all your edges All your perfect imperfections Give your all to me, I'll give my all to you You're my end and my beginning Even when I lose, I'm winning 'Cause I give you all of me And you give me all of you, oh-oh Give me all of you, oh Cards on the table, we're both showing hearts Risking it all, though it's hard 'Cause all of me loves all of you Love your curves and all your edges All your perfect imperfections Give your all to me, I'll give my all to you You're my end and my beginning Even when I lose, I'm winning 'Cause I give you all of me And you give me all of you I give you all of me And you give me all of you, oh-oh",341
3,"('Fancy', 'Iggy Azalea Featuring Charli XCX')","First things first, I'm the realest (Realest) Drop this and let the whole world feel it (Let 'em feel it) And I'm still in the Murda Bizness I can hold you down, like I'm giving lessons in physics (Right, right?) You should want a bad bitch like this (Huh?) Drop it low and pick it up just like this (Yeah) Cup of Ace, cup of Goose, cup of Cris High heels, something worth a half a ticket on my wrist (On my wrist) Taking all the liquor straight, never chase that (Never) Rooftop like we bringing '88 back (What?) Bring the hooks in, where the bass at? Champagne spilling, you should taste that I'm so fancy, you already know I'm in the fast lane, from L.A. to Tokyo I'm so fancy, can't you taste this gold? Remember my name, 'bout to blow-oh-oh-oh I said baby, I do this, I thought that you knew this Can't stand no haters, and honest, the truth is That my flow retarded, each beat dear, departed Swagger on stupid, I can't shop in no department And get my money on time, if they got money, decline And swear I meant that there so much that I give that line a rewind Said I get my money on time, if they got money, decline I just can't worry 'bout no haters, gotta stay on my grind Now tell me, who that, who that? That do that, do that? Put that paper over all, I thought you knew that, knew that I be that I-G-G-Y, put my name in bold I been working, I'm up in here with some change to throw I'm so fancy, you already know I'm in the fast lane, from L.A. to Tokyo I'm so fancy, can't you taste this gold? Remember my name, 'bout to blow-oh-oh-oh Trash the hotel, let's get drunk on the minibar Make the phone call, feels so good getting what I want Yeah, keep on turning it up Chandelier swinging, we don't give a fuck Film star, yeah, I’m deluxe Classic, expensive, you don't get to touch, ow! Still stunting, how you love that? Got the whole world asking how I does that Hot girl, hands off, don't touch that Look at it, I bet you wishing you could clutch that That's just the way you like it, huh? It's so good, he just wishing he could bite it, huh? Never turn down nothing Slayin' these hoes, gold trigger on the gun like I'm so fancy, you already know I'm in the fast lane, from L.A. to Tokyo I'm so fancy, can't you taste this gold? Remember my name, 'bout to blow-oh-oh-oh Who that, who that? I-G-G-Y That do that, do that, I-G-G-Y Who that, who that? I-G-G-Y Who that, who that? I-G-G-Y That do that, do that, I-G-G-Y Who that, who that? I-G-G-Y",476
4,"('Counting Stars', 'OneRepublic')","Lately, I've been, I've been losin' sleep Dreamin' about the things that we could be But baby, I've been, I've been prayin' hard Said no more countin' dollars, we'll be countin' stars Yeah, we'll be countin' stars I see this life, like a swinging vine Swing my heart across the line And in my face is flashing signs Seek it out and ye' shall find Old, but I'm not that old Young, but I'm not that bold And I don't think the world is sold On just doing what we're told I feel something so right doin' the wrong thing I feel something so wrong doin' the right thing I couldn't lie, couldn't lie, couldn't lie Everything that kills me makes me feel alive Lately, I've been, I've been losin' sleep Dreamin' about the things that we could be But baby, I've been, I've been prayin' hard Said no more countin' dollars, we'll be countin' stars Lately, I've been, I've been losin' sleep Dreamin' about the things that we could be But baby, I've been, I've been prayin' hard Said no more countin' dollars, we'll be, we'll be countin' stars I feel your love and I feel it burn Down this river, every turn Hope is our four-letter word Make that money, watch it burn Old, but I'm not that old Young, but I'm not that bold And I don't think the world is sold On just doing what we're told I feel something so wrong doin' the right thing I couldn't lie, couldn't lie, couldn't lie Everything that drowns me makes me wanna fly Lately, I've been, I've been losin' sleep Dreamin' about the things that we could be But baby, I've been, I've been prayin' hard Said no more countin' dollars, we'll be countin' stars Lately, I've been, I've been losin' sleep Dreamin' about the things that we could be But baby, I've been, I've been prayin' hard Said no more countin' dollars, we'll be, we'll be countin' stars Take that money, watch it burn Sink in the river the lessons I learned Take that money, watch it burn Sink in the river the lessons I learned Take that money, watch it burn Sink in the river the lessons I learned Take that money, watch it burn Sink in the river the lessons I learned Everything that kills me makes me feel alive Lately, I've been, I've been losin' sleep Dreamin' about the things that we could be But baby, I've been, I've been prayin' hard Said no more countin' dollars, we'll be countin' stars Lately, I've been, I've been losin' sleep Dreamin' about the things that we could be But baby, I've been, I've been prayin' hard Said no more countin' dollars, we'll be, we'll be counting stars Take that money, watch it burn Sink in the river the lessons I've learned Take that money, watch it burn Sink in the river the lessons I've learned Take that money, watch it burn Sink in the river the lessons I've learned Take that money, watch it burn Sink in the river the lessons I've learned",517
